area_code,area_name,area_type_name,minimum_period_ratio,mean_period_ratio,access_tier,purpose,feature_snapshot_date,is_static_auxiliary,historical_2025_use_allowed,coverage_status,operation_status,culture_inside_count,culture_buffer400_count,culture_nearby_only_count,culture_inside_diversity,culture_buffer400_diversity,culture_core_inside_count,culture_core_buffer400_count,has_observed_core_inside,has_observed_core_buffer400,operation_verified_open_count,operation_unknown_count,open_now,observed_culture_nearest_distance_m,poi_museum_inside_count,has_museum_inside,poi_museum_buffer400_count,has_museum_buffer400,poi_museum_nearby_only_count,poi_art_gallery_inside_count,has_art_gallery_inside,poi_art_gallery_buffer400_count,has_art_gallery_buffer400,poi_art_gallery_nearby_only_count,poi_performance_hall_inside_count,has_performance_hall_inside,poi_performance_hall_buffer400_count,has_performance_hall_buffer400,poi_performance_hall_nearby_only_count,poi_cinema_inside_count,has_cinema_inside,poi_cinema_buffer400_count,has_cinema_buffer400,poi_cinema_nearby_only_count,poi_cultural_center_inside_count,has_cultural_center_inside,poi_cultural_center_buffer400_count,has_cultural_center_buffer400,poi_cultural_center_nearby_only_count,poi_exhibition_space_inside_count,has_exhibition_space_inside,poi_exhibition_space_buffer400_count,has_exhibition_space_buffer400,poi_exhibition_space_nearby_only_count,poi_park_inside_count,has_park_inside,poi_park_buffer400_count,has_park_buffer400,poi_park_nearby_only_count,poi_sports_facility_inside_count,has_sports_facility_inside,poi_sports_facility_buffer400_count,has_sports_facility_buffer400,poi_sports_facility_nearby_only_count,operation_source_active_count,feature_reference_date_min,feature_reference_date_max,poi_source_count
3110061,효창동주민센터,골목상권,0.4940119760479042,0.5369261477045908,exploration_25pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,2,7,5,1,5,2,6,1,1,,7,,0.0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,3,1,1,0,0,1,1,1,0,0,0,0,0,0,2025-08-18,2026-09-16,3
3110062,한강로동땡땡거리(은행나무길),골목상권,0.4880239520958084,0.531936127744511,exploration_25pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,4,4,0,4,0,3,0,1,,4,,80.80337154380408,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,2025-08-18,2026-09-16,3
3110063,효창공원앞역 5번,골목상권,0.5119760479041916,0.5429141716566867,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,4,4,0,4,0,3,0,1,,3,,168.21498083433067,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2025-08-18,2026-09-16,4
3110064,효창공원앞역 2번,골목상권,0.5419161676646707,0.5748502994011976,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,9,8,1,4,1,7,1,1,,9,,0.0,0,0,2,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,2,1,2,0,0,0,0,0,0,2025-08-18,2026-09-16,3
3110082,용산구청,골목상권,0.8233532934131736,0.8323353293413174,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,3,5,2,2,4,3,4,1,1,,5,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,2,1,2,1,0,0,0,1,1,1,0,0,0,0,0,0,2025-08-18,2026-09-16,2
3110084,경리단길북측,골목상권,0.655688622754491,0.7035928143712575,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,5,4,1,3,1,3,1,1,,5,,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,2,1,2,0,0,0,0,0,0,2025-08-18,2026-09-16,3
3110085,경리단길남측,골목상권,0.8622754491017964,0.8882235528942116,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,5,4,1,3,0,3,0,1,,5,,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,1,0,0,0,0,0,0,2025-08-18,2026-09-16,3
3110086,이태원역 북측,골목상권,0.8233532934131736,0.8323353293413174,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,8,8,0,5,0,6,0,1,,8,,6.541531953302226,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,0,0,2,1,2,0,0,0,0,0,0,2025-08-18,2026-09-16,3
3110065,남정초등학교,골목상권,0.4940119760479042,0.5369261477045908,exploration_25pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,2,2,0,2,0,1,0,1,,2,,155.7972700258874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,2025-08-18,2026-09-16,2
3110066,서울역 15번,골목상권,0.7365269461077845,0.7514970059880239,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,4,3,1,4,1,3,1,1,,3,,0.0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025-06-13,2026-09-16,4
3110067,배문고등학교,골목상권,0.6856287425149701,0.7235528942115769,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,5,5,0,4,0,3,0,1,,5,,181.5990083496018,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2025-08-18,2026-09-16,3
3110068,남영역 1번,골목상권,0.6497005988023952,0.6726546906187624,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,6,5,1,4,0,4,0,1,,6,,0.0,0,0,1,1,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,2025-08-18,2026-09-16,3
3110069,숙대입구,골목상권,0.6467065868263473,0.6706586826347305,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,5,5,0,4,0,4,0,1,,5,,14.177767903450894,0,0,1,1,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,2025-08-18,2026-09-16,3
3110071,한강미주맨션아파트,골목상권,0.2964071856287425,0.36127744510978044,exploration_25pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,1,1,0,1,0,1,0,1,,1,,341.1118356192234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-09-16,2026-09-16,1
3110072,열정도,골목상권,0.6017964071856288,0.6307385229540918,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,3,3,0,2,0,1,0,1,,3,,86.40605026452789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,2,0,0,0,0,0,0,2025-08-18,2026-09-16,2
3110073,삼각지역 3번,골목상권,0.5808383233532934,0.6477045908183633,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,3,3,0,2,0,3,0,1,,3,,32.5740680438627,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2026-01-26,2026-09-16,2
3110074,서울역 12번,골목상권,0.7365269461077845,0.7514970059880239,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,6,5,1,4,0,4,0,1,,6,,0.0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,1,1,0,0,0,0,0,0,2025-06-13,2026-09-16,3
3110075,숙대입구역 1번,골목상권,0.6856287425149701,0.7235528942115769,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,6,6,0,2,0,3,0,1,,6,,90.38184229374903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,3,1,3,0,0,0,0,0,0,2025-08-18,2026-09-16,2
3110076,삼각지역 14번,골목상권,0.5808383233532934,0.6477045908183633,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,1,1,0,1,0,1,0,1,,1,,395.8783560279543,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-26,2026-01-26,1
3110077,삼광초등학교,골목상권,0.4820359281437126,0.5409181636726547,exploration_25pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,5,5,0,2,0,3,0,1,,5,,8.110880260068551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,2,1,2,0,0,0,0,0,0,2025-08-18,2026-09-16,2
3110110,상왕십리역 6번,골목상권,0.9790419161676647,0.9880239520958084,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,7,7,0,1,0,0,0,0,,7,,195.59973218250684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,7,0,0,0,0,0,0,2025-06-19,2025-06-19,1
3130073,뚝도시장,전통시장,0.31137724550898205,0.3243512974051896,exploration_25pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,4,4,0,2,0,2,0,1,,4,,48.27260993765926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,1,2,0,0,0,0,0,0,2025-06-19,2026-09-16,2
3130072,성동용답상가시장,전통시장,1.0,1.0,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
3130071,성수역 골목형상점가,전통시장,0.9790419161676647,0.9830339321357285,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,9,9,0,3,0,3,0,1,,9,,34.696509773803456,0,0,1,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,0,0,0,0,0,0,2025-06-19,2026-09-16,3
3130069,"한양대앞상점가(한양시장, 왕십리맛골목)",전통시장,0.9670658682634731,0.9840319361277445,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,4,4,0,4,0,3,0,1,,3,,173.14685286316748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2025-06-19,2026-09-16,3
3130068,마장축산물시장,전통시장,1.0,1.0,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,3,3,0,2,0,1,0,1,,3,,24.460108284815064,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2025-06-19,2025-08-27,2
3130070,뚝섬역상점가,전통시장,0.9640718562874252,0.9700598802395209,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,9,8,1,5,1,4,1,1,,9,,0.0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,5,1,5,0,0,0,0,0,0,2025-06-19,2026-09-16,3
3130067,왕십리도선동상점가,전통시장,1.0,1.0,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,5,5,0,4,0,3,0,1,,4,,149.30430025625094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,2,1,2,0,0,0,0,0,1,2025-06-19,2026-09-16,3
3130066,행당시장상점가,전통시장,0.9970059880239521,0.999001996007984,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,5,5,0,4,0,3,0,1,,4,,172.55986421438956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,2,1,2,0,0,0,0,0,1,2025-06-19,2026-09-16,3
3130065,무학봉상점가,전통시장,0.9970059880239521,0.999001996007984,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,6,6,0,2,0,1,0,1,,6,,112.87745865379722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,1,5,0,0,0,0,0,0,2025-06-19,2026-09-16,2
3130064,금남시장,전통시장,0.907185628742515,0.9321357285429142,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,4,4,0,1,0,0,0,0,,4,,101.28766216193716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,2025-06-19,2025-06-19,1
3130063,신금호역 골목형상점가,전통시장,0.9850299401197605,0.9900199600798403,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,2,2,0,1,0,0,0,0,,2,,65.81956980313554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2025-06-19,2025-06-19,1
3120052,성수역,발달상권,0.9790419161676647,0.9850299401197605,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,2,15,13,2,4,1,6,1,1,,15,,0.0,0,0,1,1,1,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,1,9,1,8,0,0,0,0,0,0,2025-06-19,2026-09-16,3
3120051,뚝섬역,발달상권,0.9790419161676647,0.9840319361277445,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,2,16,14,2,5,1,9,1,1,,16,,0.0,1,1,1,1,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,1,1,1,0,0,4,1,4,1,1,7,1,6,0,0,0,0,0,0,2025-06-19,2026-09-16,3
3120050,서울숲역,발달상권,0.8053892215568862,0.8213572854291417,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,8,8,0,4,0,5,0,1,,8,,132.98225306258104,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,0,0,3,1,3,0,0,0,0,0,0,2025-06-19,2026-09-16,3
3120049,왕십리역(왕십리),발달상권,0.9880239520958084,0.9950099800399202,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,3,8,5,3,4,3,3,1,1,,7,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,5,1,5,0,0,0,0,0,1,2025-06-19,2026-09-16,3
3120048,금호역,발달상권,0.9550898203592815,0.9610778443113772,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,6,5,1,1,0,0,0,0,,6,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,5,0,0,0,0,0,0,2025-06-19,2025-06-19,1
3110138,송정체육공원,골목상권,0.6946107784431138,0.7155688622754491,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,8,7,1,3,0,3,0,1,,8,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,5,1,4,0,0,0,0,0,0,2025-06-19,2026-09-16,2
3110137,성수초등학교,골목상권,0.9850299401197605,0.9890219560878245,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,3,10,7,2,4,1,4,1,1,,9,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,2,1,6,1,4,0,0,0,0,0,1,2025-06-19,2026-09-16,3
3110111,대현산장미원,골목상권,0.9700598802395209,0.9830339321357285,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,7,7,0,1,0,0,0,0,,7,,176.93401318642253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,7,0,0,0,0,0,0,2025-06-19,2025-06-19,1
3110100,옥수동우편취급국,골목상권,0.5449101796407185,0.6437125748502993,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,1,1,0,1,0,1,0,1,,1,,361.3275336977044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2026-09-16,2026-09-16,1
3110101,옥정중학교,골목상권,0.7544910179640718,0.8063872255489022,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
3110102,옥수역 6번,골목상권,0.8233532934131736,0.8602794411177644,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,2,2,0,1,0,0,0,0,,2,,153.54873125372725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,2025-06-19,2025-06-19,1
3110103,옥수터널,골목상권,0.8353293413173652,0.8722554890219562,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,4,4,0,1,0,0,0,0,,4,,20.305373654130026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,2025-06-19,2025-06-19,1
3110104,신금호역 4번,골목상권,0.9850299401197605,0.9900199600798403,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,5,5,0,1,0,0,0,0,,5,,12.48562695166115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,0,0,0,0,0,0,2025-06-19,2025-06-19,1
3110108,성동구립금호도서관,골목상권,0.9910179640718563,0.9960079840319361,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,5,5,0,1,0,0,0,0,,5,,173.309475456551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,0,0,0,0,0,0,2025-06-19,2025-06-19,1
3110109,금호삼성래미안아파트,골목상권,0.937125748502994,0.9570858283433133,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,6,6,0,1,0,0,0,0,,6,,32.19597263514156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,0,0,0,0,0,0,2025-06-19,2025-06-19,1
3110129,성원어린이공원,골목상권,0.9640718562874252,0.9700598802395209,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,8,7,1,4,0,4,0,1,,8,,0.0,0,0,2,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,1,3,0,0,0,0,0,0,2025-06-19,2026-09-16,3
3110130,답십리역 6번,골목상권,1.0,1.0,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,1,1,0,1,0,0,0,0,,1,,368.3641653383084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2025-06-19,2025-06-19,1
3110131,성수동카페거리,골목상권,0.9790419161676647,0.9840319361277445,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,3,15,12,1,5,0,7,0,1,,15,,0.0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,3,1,8,1,5,0,0,0,0,0,0,2025-06-19,2026-09-16,3
3110132,성수2가3동주민센터,골목상권,0.9790419161676647,0.9830339321357285,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,6,6,0,3,0,2,0,1,,6,,22.387656871266056,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,2025-06-19,2026-09-16,3
3110136,경수초등학교,골목상권,0.9850299401197605,0.9890219560878245,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,2,11,9,1,4,0,5,0,1,,10,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,3,1,3,2,1,6,1,4,0,0,0,0,0,1,2025-06-19,2026-09-16,3
3110105,금동어린이공원,골목상권,0.9610778443113772,0.9700598802395209,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,5,4,1,1,0,0,0,0,,5,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,4,0,0,0,0,0,0,2025-06-19,2025-06-19,1
3110106,금북초등학교,골목상권,0.9910179640718563,0.9960079840319361,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,6,6,0,1,0,0,0,0,,6,,22.485327176334682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,0,0,0,0,0,0,2025-06-19,2025-06-19,1
3110107,금호사거리,골목상권,0.7065868263473054,0.7854291417165667,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,4,4,0,1,0,0,0,0,,4,,17.189111493383717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,0,2025-06-19,2025-06-19,1
3110112,행당역 2번,골목상권,0.9880239520958084,0.9950099800399202,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,6,6,0,2,0,1,0,1,,6,,199.13364822180054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,5,1,5,0,0,0,0,0,0,2025-06-19,2026-09-16,2
3110113,응봉산,골목상권,0.5898203592814372,0.6287425149700598,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,3,2,1,1,0,0,0,0,,3,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,0,0,0,0,0,0,2025-06-19,2025-06-19,1
3110114,왕십리파출소,골목상권,0.9880239520958084,0.9930139720558883,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,4,4,0,2,0,1,0,1,,4,,124.93567043080644,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,2025-06-19,2025-08-27,2
3110133,서울교통공사,골목상권,1.0,1.0,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0
3110134,성수119안전센터,골목상권,0.3772455089820359,0.4590818363273453,exploration_25pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,4,3,1,2,1,2,1,1,,4,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,2,1,2,0,0,0,0,0,0,2025-06-19,2026-09-16,2
3110135,성동세무서,골목상권,0.5958083832335329,0.6207584830339322,base_50pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,9,9,0,4,0,4,0,1,,9,,90.90417708669334,0,0,1,1,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,1,5,0,0,0,0,0,0,2025-06-19,2026-09-16,3
3110115,상왕십리역 3번,골목상권,0.9820359281437125,0.9910179640718563,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,1,4,3,1,1,0,0,0,0,,4,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,3,0,0,0,0,0,0,2025-06-19,2025-06-19,1
3110116,청계천박물관,골목상권,0.9910179640718563,0.9970059880239521,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,2,4,2,2,2,1,1,1,1,,4,,0.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,0,0,0,0,0,0,2025-06-19,2025-08-27,2
3110117,성동구보건소,골목상권,0.9910179640718563,0.9950099800399202,core_80pct_all_periods,여가문화,2026-09-16,1,0,source_snapshot_partial,mixed_source_status,0,4,4,0,2,0,1,0,1,,4,,144.44206770223028,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,2025-06-19,2025-08-27,2
